,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
410,410,"Absolutely a GREAT movie! I took my Dad for Father's Day gift. I haven't seen the other Planet of the Apes movies, so I didn't think I would understand or like. I actually loved it & cannot wait for the other 2 movies in this trilogy to come out!",Tonya L,2024-06-18,absolutely great movie took dad father day gift havent seen planet ape movie didnt think would understand like actually loved wait movie trilogy come,positivo
411,411,I was very disappointed/.,customer,2024-06-18,disappointed,negativo
412,412,"The visuals were wonderful and the story had some good tie-in's to the original movies, for us older folk.",Bee,2024-06-18,visuals wonderful story good trains original movie u older folk,positivo
413,413,I thought it was pretty good in the original context from the other movies madebut it was slow and it had less action than I anticipatedslightly bored,phillip g,2024-06-18,thought pretty good original context movie debut slow le action anticipatedslightly bored,positivo
414,414,"Great movie, loved how they continue the story, even though it was generations later looking forward to see how they continue.",Angelo R,2024-06-17,great movie loved continue story even though generation later looking forward see continue,positivo
415,415,The plot did not make any sense from beginning to end. The best part was the end.,Linda H.,2024-06-17,plot make sense beginning end best part end,positivo
416,416,"It was a decent movie. The story and the visuals were cool, but the movie was a bit too long in my opinion. Got bored near the end.",Kieran C,2024-06-17,decent movie story visuals cool movie bit long opinion got bored near end,positivo
417,417,A fifth grader could have written the plot. One brutish fight after another.,Gary  M,2024-06-17,fifth grader could written plot one british fight another,negativo
418,418,I would say this is one of my favourite Planet of the Apes movies. Really enjoyed it.,A S,2024-06-17,would say one favourite planet ape movie really enjoyed,positivo
419,419,Went with the whole family and we all enjoyed it. Even my wife who doesn't usually like Sci-Fi movies had a good time and enjoyed the movie.,Amir Anthony S,2024-06-17,went whole family enjoyed even wife doesnt usually like scifi movie good time enjoyed movie,positivo
540,540,"I thought it was really good!  I was worried because no caesar in this, but it had a good story line, and my family enjoyed it!",Katherine B,2024-06-17,thought really good worried cesar good story line family enjoyed,positivo
541,541,Loved it. I laughed and cried all bit. Lol,Marla,2024-06-17,loved laughed cried bit lol,positivo
542,542,"Loved the movie, it was entertaining.  I would highly recommend it.",Jewel Walker,2024-06-17,loved movie entertaining would highly recommend,positivo
543,543,Not the worst Apes but its no masterpiece. Good though.,Maria,2024-06-17,worst ape masterpiece good though,positivo
544,544,Had high expectations,Lisa C,2024-06-17,high expectation,neutro
545,545,Apes looked very realistic. Was a great story and cinematography was fantastic.,Melonie,2024-06-17,ape looked realistic great story cinematography fantastic,positivo
546,546,Very enjoyable movie. Pacing could be a little slow sometimes but the story and characters are very compelling. Visually stunning. Definitely excited for the next installment!,Nicholas,2024-06-17,enjoyable movie pacing could little slow sometimes story character compelling visually stunning definitely excited next installment,positivo
547,547,"The movie was slow , not enough action, it just dragged on … the last three movies where great , this last one put me to sleep , was so happy when it was over",A A,2024-06-17,movie slow enough action dragged … last three movie great last one put sleep happy,positivo
548,548,Solid movie.  Longer than necessary.  Somewhat meandering as there is a weak setup for a follow up woven into the quest theme.,Michael L,2024-06-17,solid movie longer necessary somewhat meandering weak setup follow woven quest theme,negativo
